"Speaker Name","Start Time","End Time","Text"
"James Somerton","00:36:55:08","00:37:16:09","Yes, it was likely true that some of the staff would become attached to their patrons. Usually those who worked closer to the patrons and whose responsibilities weren't so degrading. Also the ones who would be paid considerably more. I can also see it being a trend among rich people, the ones educated enough to write logs to be kept for historic record."
"James Somerton","00:37:16:23","00:37:38:06","For them to imagine having been much kinder to their servants than the servants may have felt. Laughing at your boss's bad jokes is a great way to get a raise or promotion after all. I've seen modern media where rich ladies will start to see their Hispanic housekeeper as their real friends. And I've seen people on Twitter report how bonkers weird it is to be on the receiving end of those affections."
"James Somerton","00:37:38:11","00:38:02:23","The servants in Downton Abbey were employees, not family. The poor survival depended on them being able to navigate the nuances of that relationship. The more they started to think of them like family, the more cutthroat things would get in the kitchens. And it's very telling. I think, that the story of Downton Abbey, at least as of now, ends in 1928, the year before the Lords and Capitalists of the day destroyed the global economy."
"James Somerton","00:38:03:07","00:38:30:17","But no one really has nostalgic yearnings for the Great Depression. So I doubt we'll be seeing Lord Julian Fellowes tackling that anytime soon. Greece is a 1978 film adaptation of the 1971 musical of the same name taking place in the autumn semester of high school in 1958. This film itself is indicative of a nostalgic longing for that decade, which would define the cultural sensibilities of the 1950s."
"James Somerton","00:38:31:01","00:38:52:06","Greece features an archetypal plot line of a girl and a boy in high school. The boy is afraid to be sensitive with the girl because he faces social ridicule for being a boy with feelings. And the girl struggles to find a way to convince him to open up to her. The resolution of this boy and girl heterosexual dilemma is that the girl decides she's going to completely shift her esthetic to be a living pinup poster."
"James Somerton","00:38:52:19","00:39:16:06","And while she rocks the look, it's a terrible message to send to girls wondering why boys are jerks. No dangling cleavage on a string like a carrot from a fishing pole in front of a horse. Will not get him to shape up. Greece's main appeal is the entire environment of presenting the 1950s. Having spoken to older people about this movie, they claim it is very accurate to capturing the social environment of the day and age."
"James Somerton","00:39:16:10","00:39:37:10","Rumor mills, drive ins, milkshake diners, boys with their cars and broken hearts at high school dances and outside of redeeming girls who are unashamed of not being like the other girls in school like Rizzo. There isn't really that much in Greece that offers a social commentary. Greece kind of functions like this museum exhibit a recreation of a dilapidated temple of Eisenhower era America."
"James Somerton","00:39:37:14","00:39:56:16","And as this is Eisenhower's America, a discussion about the disagree section of schools is never mentioned. There are no black or Asian characters of note. There is nary a mention of homophobia, severe bullying, nor any other kind of social problems which plagued the 1950s as per the depiction in Greece. The fifties seemed like an absolute bestest ever time to be alive."
"James Somerton","00:39:56:19","00:40:16:03","The positive elements of the decade are removed entirely from the cultural reality of the era and what we have is this dreamlike fifties fantasy where everyone is having a great time. 16 year olds can have amazing cars. Smoking doesn't cause cancer, and pregnancy was the worst possible outcome from sex. And you may say, but James, can't you just let people like happy things?"
"James Somerton","00:40:16:08","00:40:33:00","To which I say, I really like Greece. I performed songs from Greece, a talent shows for three years straight in elementary school. Nearly every song is an absolute banger, and even the side characters have stuff to do, namely the girls. But I digress. The problem with media like this is when I ask, What's a piece of media about the fifties?"
"James Somerton","00:40:33:16","00:40:53:08","You think of Greece or other media like Greece, whereas media set in the fifties that points out how it wasn't a party for everybody often gets pushed to the wayside. I don't have a problem with fun, whimsical media about the past, especially if, like Greece, the framing devices of the film highlight. This is a very dreamlike and fantastical depiction of the subject matter."
"James Somerton","00:40:53:08","00:41:27:18","The problem becomes when a given public actively ignores and forgets media, which depicts a given time period a little more earnest. And that's not to say that you can't have a dreamlike, whimsical musical media that doesn't incorporate systemic social issues. John Waters's Hairspray is a gay old time dripping in nostalgic love for the 1960s, and yet it also contains woven into the plot itself reminders of the systemic social issues that were still prevalent in the sixties and today, which, to the advantage of the musical film genre, you can trick people into absorbing social commentary a whole lot easier if the songs are catchy."
"James Somerton","00:41:30:18","00:41:55:01","Most people never knew that The Sound of Music, one of the most famous and well-regarded musicals of all time, is actually about resisting Nazis. But that's because they didn't know the movie kept going after Maria gets married to Georg von Trapp and how it's exclusively about the family fighting Nazis with music and passive resistance. Because it was released on to VHS and we pretend Tape two didn't exist."
"James Somerton","00:41:55:06","00:42:13:01","Fun fact if you are a commanding officer in the military where you are being encouraged to commit war crimes, you can actually leave your country. That's an option and it is ethical. There really isn't a just following orders argument that turns out well for the person using it. The Sound of Music follows the musical journey of Maria, a young woman studying to be a nun."
"James Somerton","00:42:13:09","00:42:31:22","Unfortunately, she's got her head in the clouds and not in the kind of way the Catholics appreciate with the intent of giving her something productive to do. The convent sends her to the Von Trapp estate to be the governess of a retired naval officer. Seven children. The children are reeling from the house being run like a Navy vessel since the death of their mother struggled to open up to Maria."
"James Somerton","00:42:31:22","00:42:55:10","But through the Sound of Music, she wins them over and eventually their father. Keep in mind, this is actually a true story. However, as Georg von Trapp is a renowned Austrian officer and the Baron, the rising Nazi party, desperate for military legitimacy, commands him to return to his post. Georg does not at all like the idea of the Nazi Party and loathes how the Austrian government handed itself over to Hitler."
"James Somerton","00:42:55:12","00:43:15:19","He and Maria agree to flee the country by traversing the Alps and relocate to America, where they have more children and become a sensationally famous family choir. Now, when it comes to the musical, a lot of the Nazi stuff is kept on the periphery. It's really only brought up early on through the eldest daughter, Louisa, and her teenage love interest Ralf, because of course, they named the pretty boy Nazi Rolf."
"Speaker 2","00:43:15:23","00:43:18:20","I was born in Dusseldorf and that is why they call me Rolf."
"James Somerton","00:43:18:22","00:43:40:00","So with the Nazi stuff in the background, a lot of the Sound of Music is about a callback to when life was good and simple, living in an era like the Weimar Republic. The natural historic beauty of an Austrian city that had not been decimated by the First World War. And when family values fought against rigid conformity. And if you stop watching the sound of Music at the wedding, this is the nostalgia you get."
"James Somerton","00:43:40:04","00:44:03:23","It's not until Georg gets back from his honeymoon and rips down the swastika that's hanging over his manner that you start to clue in. Oh, shit. And they really filmed a portion of this movie in the square where Nazis held book burnings in Salzburg. But as per the chronology of the film, Maria would have no idea that these things would take place while she's singing about the confidence she needs to muster, which is considered to be one of the better songs in the movie, but was not actually in the original stage version."
"James Somerton","00:44:04:09","00:44:22:21","Some gay theater trivia for you. The fact that so many people report that as soon as the Von Trapp wedding happened, their parents hit the pause button on the VCR and quickly ushered their kids to bed is a perfect example of how various media frames nostalgia. The abridged Sound of Music tells the story of freedom and love overcoming rigid social expectations."
"James Somerton","00:44:22:22","00:44:44:02","It's about the power of song and expression, having the ability to erode and overcome grief. Sorry, tearing up a little at that. And that alone is a very positive, glowing depiction of social values as they existed. Moving out of the classical values of Europe from the 1800s, embracing a more liberated social climate that can be found in the turn of the century and especially into the 1920s."
"James Somerton","00:44:44:02","00:45:03:07","And without the social framing of, Hey, the Nazis are coming. We don't really realize that this cultural mindset was juxtaposed against a very different social climate that existed in Europe at this very same time, which is an important part about nostalgia and media. Oftentimes it removes cultural reality in lieu of feel good fantasies playing off of memories of the good old days."
"James Somerton","00:45:03:18","00:45:38:19","We take negativity for granted, and as we get older and bitter, we see negativity mounting. Pessimism is present. But if we hate where we are today, we tend to look back for a frame of reference for when times were better. And if we cannot find one, we will usually reinvent our past to become the utopia we want. And so we look on the times we had learning how to sing and play guitar from our nanny, and we reject the memories of fleeing from the Hugo Boss Germans with Guns, which I would like to point out how difficult it would be to make the Sound of Music today and how people would be asking, Why are"
"James Somerton","00:45:38:19","00:45:59:07","musicals all of a sudden so political when resisting Nazis was never really considered political beyond being a for granted civic duty until recently. Remember when Republicans flocked to Glenn Beck because he accused every Democrat of being Hitler and given studios reluctance to really lean politically in any direction, including a direction that involves telling kids it's okay to punch Nazis."
"James Somerton","00:45:59:08","00:46:30:10","If Sound of Music was being made today, it would likely entirely omit the Nazis altogether and instead feature the Von Trapp family traveling to America to pursue fame and fortune like ABBA or something and be no more than 2 hours long. Which is another problem with nostalgia. It seeks to remove the political reality from a cultural climate. And this is the problem with people complaining about Star Wars or Ghostbusters or whatever as suddenly being political, where it wasn't before telling yourself that certain media is suddenly political when it was not is."
"James Somerton","00:46:30:19","00:47:04:11","Yup. An element of nostalgia. Yes, Star Wars was always political. They were shooting stormtroopers and fighting an empire. Star Wars is probably the most significant example of nostalgia in a major discussion about media, specifically because the entire franchise and fandom are the way they are because of it. Star Wars later retitled A New Hope, when it was clear that the film would be more than just a one off soon to be forgotten B-movie hit theaters in 1977 with a bang and for a time became the highest grossing movie of all time."
"James Somerton","00:47:04:12","00:47:34:19","Thanks to in the audience. Going to see it multiple times during the theatrical run. The movie made a media scape splash, thanks to Lucas's innovations and special effects in the imagination of concept artist Ralph McQuarrie, for which Mcquarrie's Artbook continues to influence the design of modern Star Wars media. However, in spite of the fact that these elements made the movie stand out from what was in the 1970s, a floundering public interest in science fiction and fantasy Star Wars resonated with audiences because it was shockingly familiar and reminiscent of sci fi heroes of the past and heroes in general."
"James Somerton","00:47:35:00","00:48:00:08","Lucas was heavily inspired by Joseph Campbell, who wrote The Hero with a Thousand Faces, a contemporary cross examination of mythological heroes and the qualities they represent. While early drafts for Star Wars already existed, Lucas used this work to redevelop his own heroes to fit more archetypal structures. These characters were originally inspired by the science fiction serials like John Carter of Mars from 1911 and Flash Gordon from 1936, and even Dune from 1965."
"James Somerton","00:48:00:10","00:48:22:08","But by all accounts, George Lucas doesn't think like normal people. And so he wasn't just planning to reiterate the existing archetypes. He turned some tropes on their head. Luke Skywalker, the hero of the original arc, is not the beefed up typical masculine who sweeps ladies off their feet. Lucas went out of his way to cast someone who was short and small, and for all true fans claim to know Luke's character."
"James Somerton","00:48:22:13","00:48:49:14","He begins the story as willful and dissatisfied Princess Leia. Additionally, it's not the kind of princess to be swept off her feet. She's stubborn, capable, sarcastic, and seems to resent conforming to ladylike attitudes. Additionally, the values of Star Wars are heavily subverted by the existing sci fi archetypes, whereas previous serials focused on direct aggression, the face of evil, masculine assertiveness, and the importance of one special chosen one who saves the day."
"James Somerton","00:48:49:22","00:49:14:11","Star Wars violated all of these tropes. Luke learns the greatest way to fight personal battles is through nonviolent resistance. The special Chosen one only saves the day. One out of three times. In fact, one time he makes it much worse. And the evil is banished not by a space wizard, but by the collective efforts of the group. The wizard fight is almost entirely inconsequential, but this was Lucas's subversion of his own nostalgic feelings toward the media he grew up with."
"James Somerton","00:49:15:00","00:49:37:07","The fans of Star Wars took the franchise and redeveloped their own nostalgia around it, and that fandom, as we've seen, can get very defensive. And it started with the return of Star Wars in 1999, where the largest complaint was that it didn't feel like Star Wars. Which is an unfortunate criticism because when Lucas made the prequels, he simply wasn't trying to ape off of the vibes of the former three films."
"James Somerton","00:49:37:08","00:49:56:12","He made his swashbuckling kids on Tauntaun Save the Galaxy adventure story. Now, what it seemed he wanted to do was tell a political drama with a tragic take on the hero's journey. And no, he is not the best writer out there. The best of the prequels Revenge of the Sith was actually rewritten heavily by Carrie Fisher. So this is how Liberty dies."
"Speaker 3","00:49:57:10","00:49:59:12","With a thunderous applause."
"James Somerton","00:50:00:02","00:50:33:02","And he's also not great with actors where infamously his only significant stage direction was Do it again, but faster and more intense. Even episode four wasn't fantastic and was only really saved by a very heavy reedit by his ex-wife upon the emergence of Steven Spielberg. But even taking into consideration that worse movies are celebrated by the same people who trashed the prequels Ghostbusters, the prequels expanded the Star Wars universe by a great deal blended science fiction and political drama together in a way that even film adaptations of Dune hadn't pulled off at the time and served up fresh content for the fan base as a whole."
"James Somerton","00:50:33:04","00:50:51:03","And in spite of Lucas's enthusiasm to depict new worlds and new designs, we keep going back to the desert. Ever since Lucas sold Star Wars to Disney. His reasoning for doing so, by the way, was because Star Wars wasn't fun to make anymore, due in no small part to how petulant a section of the fandom had become to its own creator."
"James Somerton","00:50:51:04","00:51:13:02","Disney has been absolutely obsessed with having their space operas take place on desert planets, a wealth of special effects technology, and you want to use CGI to recreate Nevada. Regardless, it hasn't been until recently that Star Wars has adopted a meta nostalgic approach to referencing itself to form new content. New Star Wars doesn't exist to make new things."
"James Somerton","00:51:13:11","00:51:33:09","It exists to discuss all. Star Wars. Episode seven was derived from a bunch of visual cues meant to evoke memories of a new hope. To the point of receiving notes from executives referencing specific things like requiring a trench run scene. That isn't to say that I didn't like it. It was nice to have these reminders that creating these kinds of Star Wars feelings didn't die off in the 1980s."
"James Somerton","00:51:33:11","00:51:58:15","Episode eight, by contrast, did the opposite. The plot devices here sought to nostalgia Star Wars by subverting it. The text highlights the problematic elements of the in-universe politics of the franchise. The Jedi were weak, they were arrogant, and the Middle Republic was a flawed political institution whose lax political structure gave rise to space, fascism and all the dreams of heroic Jedi that Rey and the fandom had were part of a warrior mythology that was never true."
"James Somerton","00:51:59:00","00:52:14:18","The movie has a great deal to say about a personal relationship with Star Wars in the same way how you grow up loving these movies, and many of them can hold up in adulthood. But as you pull back the curtain and learn how they're made, you see tragedy. Carrie Fisher was put on cocaine by the producers to keep her slim."
"James Somerton","00:52:14:21","00:52:32:10","George Lucas had a heart attack making the first one because the entire crew was trying to mutiny and the studio was micromanaging him. Mark Hamill nearly had a mental breakdown during the filming of Empire Strikes Back. The entire franchise is marred with George Lucas fighting off executive intervention so he could make his artistic vision come to life unadulterated."
"James Somerton","00:52:32:13","00:52:55:02","A contingent of the fandom bullied at best to mental illness after The Phantom Menace. The making of these movies was not always a good time, but in spite of that, the conclusion that Episode eight comes to is that Star Wars as a story is more valuable than the unflattering truth and that the public doesn't need to know about the making of drama to use Star Wars to inspire new creators."
"James Somerton","00:52:55:09","00:53:23:07","And then we got episode nine, where Disney panicked because some fans got angry that Luke didn't get to be the special that save the day because he did so much of that in the original trilogy. But he did do a lot of that in the extended Universe media, which Lucas never really invested much energy into. Instead, it was just official fan fiction, and so it wasn't really Star Wars itself that established this nostalgic disgust at Episode eight, but rather a very personal interpretation of Star Wars, which Lucas never really indulged in the extended universe."
"James Somerton","00:53:23:08","00:53:43:09","Luke Skywalker became this highly derivative flash. Gordon asks his real hero, who he was always meant to subvert, and consequently Episode nine offers nearly nothing original, and what is original is nonsensical. Tossing in some weird Indiana Jones logic to keep things a little spicy. And for all that, this movie was meant to nostalgically resonate with the true fans."
"James Somerton","00:53:44:10","00:54:11:00","It ended up breaking canon multiple times. And ever since then, Star Wars has struggled to do anything new, even fresh takes on the universe, like developing The Mandalorian as a Western quickly descended into a derivative fixation on lightsabers and other Filoni developed properties. And we're once Lucas, focused on the true power of the Jedi, being perception and clairvoyance the franchise as it is being influenced by Disney's Board of Directors is spiraling into a sensationalist who's got the biggest force power battles."
"James Somerton","00:54:11:07","00:54:36:02","And my annoyance is that this pattern of executives and creative fields being so terrified to invest in anything new that they commit to franchise, revitalize Asian by taxidermy, just stuffing, CGI and shallow nostalgia into it is going to become the media landscape of the next decade or more. It was already leaning in that direction. But even as small budget films occupy a larger and larger slice of social media's attention."
"James Somerton","00:54:36:07","00:55:03:23","I can't see fresh ideas with a big budget coming out of anywhere but streaming services. But are we looking at a chicken versus egg situation? Are franchises revived because executives need proven profit to invest in a project, or are they revived because we, the audience, demand to re-experience our good vibes from childhood? An unfortunate consequence of the latter is that even if the magic of Star wars could be replicated in an original property, we're not children anymore."
"James Somerton","00:55:04:22","00:55:26:15","And so we're going to carry our dissatisfaction with us into those theater seats and getting distracted by thinking about your phone bill halfway through a movie is probably something that's always going to happen now, and that no matter how we nostalgia is our past, we don't live there anymore. And so because we nostalgia drives our memories of Star Wars rather than Star Wars itself, and there is a separation."
"James Somerton","00:55:26:15","00:55:46:19","We remember iconic visuals and lines and the feelings that we associate with them. We don't necessarily remember the errant political statements that Star Wars was making. And we take for granted the other political elements of the story combating sexist tropes with Princess Leia passes over our heads and we don't really associate the space empire with real world imperialism and fascism."
"James Somerton","00:55:46:22","00:56:12:12","So yes, Star Wars was always political up until the point, ironically, when people started accusing Star Wars of suddenly getting political because it includes women and people who aren't white and leading roles. Whereas New Star Wars is absolutely neutral on any kind of political statement whatsoever. We're living in an era where a tyrant mouse is systematically setting up a cultural standard to strip as much actual political discourse out of media as possible."
"James Somerton","00:56:12:18","00:56:46:03","And this is indeed setting a trend for the rest of big budget Hollywood to avoid political leanings. So in mass media about prior decades has made any mention of a political leaning is seen as a threat to the film's box office returns. And if you're removing the political identity of a day and age, you generally also have to remove a discussion about minority rights because you either point out that political party A wants to systemically remove rights freedoms and regulations, or that the political party B generally likes to make promises of incrementalism while doing very little effort to deliver."
"James Somerton","00:56:46:07","00:56:59:06","And by removing those realities from, historic media. What's usually left is a husk of era, defining music and esthetics that serves to do nothing but say, Remember the good old days."
"James Somerton","00:57:04:22","00:57:28:09","Upon examination, there comes a time in every 30 year cycle where the intellectuals of a generation begin to critically think about the droves and feel good reprisals. They, who were also alive in these nostalgic times, are willing to recall things with a bit more honesty. And yes, that may mean the film is a bit off putting to rightwingers, but for this group of creators, what they have to say is more important than saying anything for a buck."
"James Somerton","00:57:31:09","00:57:50:13","I know what you're thinking. What's this doing here, dammit? There's going to be a whole generation of you who have never even heard of this movie. Okay, so Austin Powers was a comedic movie that was a spoof of James Bond. The nineties and Twins were popular for this kind of comedy, taking an existing plot format, the spy thriller, and making a farce out of it."
"James Somerton","00:57:50:16","00:58:08:02","In this case, focusing on the suave, sexy superspy, Austin Powers is cryogenically frozen so that he can be youthful and at the top of his game pending the return of his rival, Dr. Evil. A large section of the comedy in this movie is derived from the very large gap in sex appeal as it existed in the 1960s and sex appeal as it existed in the 1990s."
"James Somerton","00:58:08:03","00:58:27:13","And though he was at the peak of sexuality in the sixties, Austin does not adapt to fit 90 sensibilities very well. This movie itself is a commentary on the 30 year cycle that hit the nineties with a wave of groovy psychedelic sixties nostalgia. However, everything that is pulled from the 1960s feels out of place and uncomfortable and at odds with nineties cultural sensibilities."
"James Somerton","00:58:27:16","00:58:53:13","And for all the culture of the 1990s, nostalgia is the sixties. The film highlighted many elements where certain parts of the sixties were left behind, namely social liberties. I could make a case for arguing that perhaps the movie is mocking the nineties for wanting that sixties esthetic while holding on to that post. Reagan Social and Fiscal Conservatism. The sixties, after all, existed in a pre AIDS world of what we describe as free love, as in you give your love freely."
"Speaker 2","00:58:53:21","00:58:57:05","She's the village bicycle. Everyone's had a ride."
"James Somerton","00:58:57:17","00:59:20:10","Coinciding with the sexual revolution that would continue ramping up through the seventies and would come to a halt when AIDS began to spread through a population that had abandoned condoms for birth control medication. Austin Powers. The movie is also not shy to be critical of people of the sixties either for establishing these practices without foresight enough to anticipate a venereal fallout."
"Speaker 2","00:59:20:17","00:59:33:08","But as long as people are still having promiscuous sex with many anonymous partners without protection, while at the same time experimenting with mind expanding drugs in a consequence free environment, I'll be sound as if found."
"James Somerton","00:59:33:13","00:59:53:18","Of course, true to those 1960s sensibilities. This is a comedy movie designed for audiences who take to herbal inebriation. So as much as I feel these readings are there, I think the primary objective here is simply to present highly structured absurdity. That said, the movie does take the time to point out that a fixation on a decade 30 years prior is a little absurd in itself."
"James Somerton","00:59:54:07","01:00:18:07","There is a certain selective memory when it comes to even venerating a single subculture of a given decade. For everyone building their identity around a watered down 1960s esthetic, Mike Myers says Hold my mint julep. And shows up with frills square glasses and a bowl cut. Suffice to say, given the success of this movie and the sequel, there's a strong case to say that subverting nostalgic sentiments of the day and age is also part of the cultural mindset."
"James Somerton","01:00:18:15","01:00:36:15","Granted, Austin Powers two premiered in 1999, and by the time the franchise got a third installment, they had to pump it up to the 1970s, presumably because the sixties got stale and beyond. Perhaps by this time, a nostalgic subversion of the sixties had worn out and you couldn't really make a mockery of it more than had already been done."
"James Somerton","01:00:36:23","01:00:49:07","Which suggests to me that the point at which nostalgic tropes become a mockery is an indication that we are, as a culture, coming to terms with the problems of the era. We had spent the prior ten years longing for."
"Speaker 2","01:00:50:18","01:00:51:20","Hi, Georgie."
"James Somerton","01:00:52:01","01:01:14:15","The 2017 adaptation of Stephen King's. It captures what so many modern 80 or eighties influenced horror films rarely achieve. It doesn't just attempt to recreate the eighties through clever pop culture references. Instead, it brings back the genuine wonder that our grasping nostalgia quests often seek, while at the same time reminding us that horror is more than recognizable esthetics."
"James Somerton","01:01:15:02","01:01:45:07","It's facing the temporary nature of time and innocence like a balloon. These moments are fleeting, destined to lose air. Or, as Pennywise would say. But it was a success because the film takes place in the 1980s instead of its original novel timeline, in which the kids section takes place in the 1950s. It was successful because it takes place in the eighties where kids recognize that the worst horrors of the world aren't mummies, where wolves are clowns, but a world where adults have left them their own worst failings as an inheritance."
"James Somerton","01:01:45:10","01:02:04:02","It taps into one of modern society's greatest fears the endangerment of children. But unlike most nostalgic stories that look back at bygone era, as in gloss over the negatives of the time, especially for children, it focuses on them the real horrors of childhood, like fear of the unknown, violent bullying, abuse of parents, and for many of us, feeling like a complete outcast."
"James Somerton","01:02:04:04","01:02:25:03","It doesn't use a metaphor to show us the horrors of growing up. Instead shows us the true horrors plainly alongside the demonic Pennywise. There's a nostalgia within the film that is rarely. The nostalgia of being afraid. This idea traces all the way back to some of the earliest stories told to children, fairy tales and nursery rhymes. Witches in the woods waiting to devour lost children."
"James Somerton","01:02:25:06","01:02:33:21","Predatory wolves pretending to be someone you can trust in order to take you away forever. Something terribly prescient in 1980s America, when stranger danger was such a prevalent fear."
"Speaker 2","01:02:34:03","01:02:39:20","Georgie, meet Pennywise. How we on strangers?"
"James Somerton","01:02:40:06","01:03:01:14","The 80 saw a rash of child disappearances across the country, which the 2017 version of it plays into. Unlike the book in which unsolved murders are taking place. The film roots us firmly in the real world by making the threat into children vanishing without a trace, and then reinforces the stranger danger by making every adult in the little town of Derry, Maine, come across as a toxic force terrifying in their own right."
"James Somerton","01:03:02:02","01:03:28:12","They're not monsters or pennywise in disguise. They're just grown. But little was more terrifying than a non parental grown up in the time of stranger danger. This time period, during which Stephen King originally wrote the doorstop sized novel, was rife with nostalgia for the Fifties, a movement spearheaded by Ronald Reagan, who won both his presidential terms on the promise of restoring America to the glory it had displayed during those postwar years."
"James Somerton","01:03:28:18","01:03:47:11","But as the character of Mike Hanlon says in the book, We lie best when we lie to ourselves, and lying to ourselves is what we do when we engage in nostalgia. Not only does it devote ample narrative to illustrating how the past is not as perfect as many choose to believe, but forgetting and sugarcoating the past is what allows most of the bad things in this story to happen."
"James Somerton","01:03:47:14","01:04:05:02","If nostalgia is our tendency to remember and long for a past that never quite existed, then nostalgia could be said to protect it. In it, children see things for what they really are. But when they get older, when they find power and privilege, they forget what life was like and do not see as clearly as they used to."
"James Somerton","01:04:05:10","01:04:39:23","The tendency of those power to forget or refuse to believe is what allows natural and supernatural horrors to occur. It is relevant that much of the horror in it is perpetuated by human beings rather than the titular interdimensional monster. It is a story full of bullying, domestic violence and hate crimes against minorities. While King is telling story about a monster that is protected by people's desire to misremember the past, he is also telling a parallel story about history and the conditions that allow the more terrible moments human history to repeat themselves through its cycles of feeding and dormancy."
"James Somerton","01:04:40:04","01:05:02:02","King almost anticipates this nostalgic view of history as a cycle itself, and it makes the message relevant all over again. As yet another U.S. president, Donald Trump, won favor through selling a false version of the country's history and formed a tribe out of believers in that false past. It is about a supernatural horror, but also about the human habits that allow natural horrors to happen."
"James Somerton","01:05:02:18","01:05:28:09","It also suggests the remedy looking at the past with clarity. Becoming aware of how privilege and power alter perceptions of the past. It lends itself to examination through the lens of nostalgia because it is a novel literally about returning home, though not the safe and better home visited through memories, but instead a terrifying and dangerous home. The loser's club's lives depend on seeing what the town at large prefers to forget."
"James Somerton","01:05:28:17","01:05:52:18","One could argue that Pennywise itself is nostalgia. Every 27 years, it returns. It comes back into our world with a great act of violence and then leaves a little while later with more blood spilled only to sleep for 27 years, and then repeat the process, mirroring the 30 year cycle of nostalgia. It reflects a societal habit of going through these cycles and to forgetting the horrors when they're not happening."
"James Somerton","01:05:52:23","01:06:09:13","Even though the threat persists in the real world. But just as Stan refused to be charmed by the pleasant sounds and smells of the circus, it serves as a warning that we allow privilege to distort our perception of the past at our own peril. We let the horrors repeat because we'd prefer to forget they ever happened in the first place."
"James Somerton","01:06:12:16","01:06:33:02","I'm going to do something a little different and talk about a book. So excuse the lack of B-roll. My Best Friend's Exorcism was written by Grady Hendrix in 2016 and is actually set for a film adaptation from Amazon Prime. It follows the story of Abby in her sophomore year as her best friend. Gretchen goes missing briefly, and when she is found, she isn't quite the same."
"James Somerton","01:06:33:10","01:06:53:01","Abby lives a relatively normal life until then, at least as far as she describes it, holding down a number of friends. But Gretchen is the only truly close friend she has, and it may even read a little Sapphic. The story is a retrospective look at the culture of the late 1980s. For all that high school students who are actively engaged in pop culture."
"James Somerton","01:06:53:02","01:07:14:06","There are abundant references to the Go-Go's, to Madonna, to eighties heartthrobs and all those other warm, fuzzy things that are worth remembering. However, Hendrix uses this to lull the reader into a rosy acceptance of 1980s culture. You know me, I love a good demonic possession, a close friend or relative wreaking havoc upon a community. But my best friend's exorcism does it a little differently."
"James Somerton","01:07:14:07","01:07:35:11","Yes, there are supernatural elements that clearly facilitate that. Gretchen is in fact possessed by the Demon Andros, one of the demons listed in the ahs Gratia, a grand marquee of hell demonology, as Colin Duplantier writes of him. He appears to have the body of an angel and the head of a wood owl, and to be riding a black wolf and carrying in his hand appointed saber."
"James Somerton","01:07:36:09","01:08:02:13","He teaches those whom he favors to kill their enemies. Masters and servants. He stirs up trouble and dissension. He commands 30 legions while in possession of Gretchen. Andros does stir up trouble, but none of the poltergeist kind of floating furniture stuff. Andros uses relatively mundane practices to destroy lives. One of Abby's friends, he treks into drinking a weight loss shake, which turns out to have tapeworm eggs."
"James Somerton","01:08:02:16","01:08:24:10","And this friend nearly dies because she did not realize that she was loading her body up with parasites. Tapeworms have been used as a weight loss fad since the Victorian era, but have a number of very serious health consequences. And yes, it was very available in the 1980s. Another friend is catfished by Gretchen into believing a teacher was madly in love with her and driven kind of crazy by it."
"James Somerton","01:08:24:11","01:08:48:23","Whereas the tapeworm girl was body conscious. This girl is romance deprived. Andros Preyed on the natural insecurities that teenage girls have and then used readily available tools. In fact, while Abby is relatively upbeat and likes to engage in the frivolous elements of eighties culture, Andros, a proxy of Gretchen, is a grim reminder of the things that we choose to not remember about the eighties weird racist rituals that were left in the past."
"James Somerton","01:08:49:05","01:09:13:15","Emotional abuse from parents zealous Christian values imparted on homes that kept you from engaging in culture and entire communities. Refusal to even talk about sexual abuse. None of these things are caused by the demon. But he uses all of these things to manipulate the world into being quite worse for everyone involved. In the end, the evangelical exorcists they recruit fails and flees the site of the exorcism."
"James Somerton","01:09:13:21","01:09:45:15","The demon torments Abby until she conducts an exorcism of her own casting. The demon in the name of the Go-Go's Madonna and all the things that she and Gretchen love, which is a very charming way to subvert the exorcism horror genre. And all in all, this is a very balanced depiction of the eighties. And when I hope that more nostalgic media will engage in because for all we may have fond memories of the past fondness for the past, we can't lose sight of how these things fit into the whole culture of the day."
"James Somerton","01:09:45:22","01:10:15:14","And it's important to have media like this, which explicitly reminds us that things weren't always so great in the past because even outside of media, there are forces in the world who want to try to convince us that things were always better back in the day. This is funny because while I've mentioned that nostalgia in media often involves a process of removing political realities."
"James Somerton","01:10:15:21","01:10:38:18","It turns out that the political reality today is heavily rooted in nostalgia. Even the Biden campaign in both the primary and general elections was marred in messaging that urged America to go back, which is even more hilarious because history indicates that the most successful Democratic wins are earned off of iconography and slogans that encourage Americans to look forward to tomorrow."
"James Somerton","01:10:39:00","01:11:03:13","In most cases, where nostalgia in politics is to be found, it's used in conservatism. Conservatism itself is focused on conserving a particular national identity. So it makes sense that this is a frequent tactic from these politicians. The ideological objective of right wing politics is indeed focused on presenting a mythology i.e. that a culture has lost something good and that in order to become a great nation, they must rebuild."
"James Somerton","01:11:03:17","01:11:27:23","The Nazi Party, for instance, loathed the social climate of Berlin in, the Weimar Republic, and urged Germans to believe that it would be possible to rebuild the Holy Roman Empire. However, the Holy Roman Empire itself was not cohesive with the political structures that the Nazi leaders wanted to maintain before its collapse. It was a complicated network of nobility of varying titles, controlling vastly disparate swaths of Europe."
