"Speaker Name","Start Time","End Time","Text"
"James Somerton","00:36:53:12","00:37:16:22","Could gay men continue to engage in sex at all if they risk death from AIDS? How could gay men have sex in an epidemic of a sexually transmitted disease? The debates, both inside and outside the gay community produced fatal displacements. Many of those most concerned failed to address either the practical actions could take to prevent spreading the disease or how best to defend gay male sexuality in the situation."
"James Somerton","00:37:17:15","00:37:40:08","As Leo Bersani pointed out, attention turned away from the kinds of sex people practiced to a moralistic discourse about promiscuity. The crisis about sex also created a profound sense of paranoia. Sex is just a completely different thing now. Porn star and director Al Parker exclaimed, The entire time you're having sex, you're thinking, I'm having sex with everybody. This person's ever had sex with."
"James Somerton","00:37:41:02","00:37:57:22","I wonder what he's done. I wonder where he's been, if he's positive or negative. I wonder if I'm giving him anything. And if you can keep a hard on while all that's going on in your head, you're better than I am. Since the AIDS epidemic had begun in 1981, the public debate about gay men's sexual activities had grown increasingly virulent."
"James Somerton","00:37:58:11","00:38:24:10","Their sexual promiscuity was often targeted as a public menace. In particular, the danger posed by men engaging in anal intercourse with particular ire directed toward those who were both topped and bottomed. Since the late seventies, anal sex had become the focal point of gay porn. While it is difficult to document the shift away from oral sex as the normative activity to anal was one of the major changes that accompanied the sexual revolution of the sixties and seventies."
"James Somerton","00:38:24:23","00:38:45:23","One of the most notable developments of gay male sexuality since the Stonewall riots was the dramatic increase of sexual versatility. By 1985, the growing furor over gay men's sexuality explicitly promiscuity and more implicitly, their sexual caused many producers of gay porn to reexamine how sex between men should be represented in erotic videos."
"Speaker 2","00:38:46:05","00:39:04:23","I think that when AIDS happened, it was devastating to this business. I think it scared the shit out of everybody. When we found out how it was being produced, and of course when we then found out all of our actors were dying, I mean, I think it changed the industry a lot. Some people went out of business. I think because of that."
"James Somerton","00:39:05:06","00:39:25:23","AIDS activists and gay leaders argue that porn should help eroticized safer sex. Porn stars could serve as role models for condom use. Directors and producers hesitated to use condoms because they believed that showing performers taking precautions and using condoms would inhibit the sexual arousal porn films were meant to provoke. Nevertheless, they paid some lip service to these concerns."
"Speaker 2","00:39:26:18","00:39:43:01","They were doing everything but using condoms. They were dancing around that issue. I would talk to Chuck and I would say, You need to use condoms. Check. You have to use condoms. Remember, that was one of the big ones, the South. And as I say, it was sort of the last ones to come on board with using the condom."
"Speaker 2","00:39:43:06","00:39:48:06","The feeling was that the consumer wouldn't buy a product that depicted condoms."
"James Somerton","00:39:48:12","00:40:12:17","In 1988, Chris Mann, the vice president of Catalina video, announced that AIDS became a factor about three years ago. We've really taken a hard look at the situation. We've had to. This is something that drastically affects the entire nature of our business. For activists and community leaders, the importance of porn stars, acting as role models blended with concerns that sexual activities on the set posed risks to the performers."
"James Somerton","00:40:13:06","00:40:34:07","Most people in the industry believe that the sex that took place on porn sets was relatively since performers had to pull out for the money shot. Industry insiders frequently argued that most performers understood the risk and willingly chose to take it in order to fantasies that would encourage many viewers to stay home rather than engage in high risk sex with another person, Mann explained."
"James Somerton","00:40:34:16","00:40:58:11","What we would like to do is have the erotic industry be a positive influence, not a negative one. The public knows there's a health crisis. We show them how to have sex safely and still make it a fun, joyous experience. Part of the celebration of being gay is the celebration of your sexuality. If we did only safe sex films, the erotic value would truly be gone."
"James Somerton","00:40:59:05","00:41:20:08","After all, when you watch a regular film, you don't go out and drive your car the way those people do in street chases. It's a fantasy, not real life. For decades, gay sex had been limited only by the sexually repressive society. There were no natural limits that threatened anyone's lifestyle. No pregnancy to worry about. It almost seemed that in sex, everything was possible."
"James Somerton","00:41:21:07","00:41:51:18","AIDS suddenly put on limits. Now sex, especially anal sex, had potentially fatal consequences. Various studios claimed that they screen the actors who appeared in their movies and use only healthy performers in an effort to avoid losing their audience with performances that only consisted of safer sex. Studios first tried a more didactic approach, starting in 1987. Both Catalina Falcon Studios put three minute long instructional trailers produced by the Gay Men's Health Crisis on their videotapes."
"James Somerton","00:41:52:04","00:42:14:22","Even as late as 1988, condoms are apparent only in a minority of films. Many producers and studios left safe sex up to the performers themselves. Director J.T. Slater, who adopted this laissez faire approach, said As far as safe sex in my work is concerned, I will not preach or morally judge. I am simply a documentarian of sexual incidents."
"James Somerton","00:42:15:13","00:42:36:03","What an actor does is completely his own decision. I let an actor do exactly what he wants, any way he wants to do it. Some directors think it's their job to instruct the public on safe sex. And for them, that's great. But that's not my responsibility. There had always been a group of gay men who were ambivalent about porn."
"James Somerton","00:42:36:14","00:43:04:09","They believed that porn promoted certain stereotypes of masculinity and represented commodified forms of physical desirability. But with porn increasingly considered a safe alternative to casual sex, they had come to believe that the AIDS epidemic had, to some extent legitimized porn. Porn became another form of safe sex. Ironically, while discussions among gay porn producers were taking place, a fierce debate raged in Congress over funding for AIDS education, information or prevention materials."
"James Somerton","00:43:05:04","00:43:28:23","On October 11th, 1987, over half a million lesbians, gay men and their supporters, one of the largest demonstrations ever to take place in Washington, D.C., marched both for their civil rights and to protest the Reagan administration's failure to act promptly to address the AIDS epidemic. The Names Project presented its memorial quilt on the Washington Mall in which the names of people who had died of AIDS were inscribed in over 2000 panels."
"James Somerton","00:43:29:17","00:44:08:01","It covered the equivalent of two football fields. Days later, in his introduction to a debate, Senator Jesse Helms from North Carolina dismissed the demonstration as this mob over here this weekend. He then proceeded to introduce legislation guaranteeing that no AIDS prevention, literature or efforts would go to gay communities. The amendment he proposed sought to prohibit the use of any funds provided under this act to the Centers for Disease Control from being used to provide AIDS, education, information or prevention materials and activities that promote, encourage or condone homosexual sexual activities."
"Speaker 2","00:44:08:11","00:44:29:13","There is a feeling among members of any of a number of professions or just the general population that patients with AIDS, many of whom are homosexual, are a little bit different. I think that that has led to a little bit of a complacency about the approach towards this disease."
"James Somerton","00:44:29:18","00:45:00:10","It seemed that neither Congress nor the gay porn industry wanted to acknowledge that condoms would make sex safer. Nevertheless, some insiders were critical of the porn industry stance. Terry Legrand of Marathon Films declared Producers are very wrong when they say we must produce a fantasy for the viewer. I say, Bullshit. Fantasy time is over. Fantasy to stop. I think the biggest message we can give to people is through videotapes, as long as it's subtly done."
"James Somerton","00:45:01:00","00:45:24:15","If they see enough movies where people are getting screwed with condoms, then maybe it will become a part of their own lives. Not long after making that statement, commercial producers are attempting to be responsible and activists and public health educators wanting to be effective adopted similar approaches. They finally began producing safe sex porn. Though many companies refuse to give in to condom usage until the dawn of the nineties."
"James Somerton","00:45:25:12","00:45:51:00","Despite the chaos of the AIDS crisis, or more likely because of it, the porn industry was booming in the 1980s as Dave Kinnock, a gay porn reviewer and videographer, noted, the anti sex backlash of the eighties had a devastating effect on the nation's bathhouses and X-rated theaters. But it fueled profits in the video industry. People may have stopped having sex, but they certainly hadn't stopped wanting sex."
"James Somerton","00:45:51:13","00:46:11:17","Like bathtub gin during prohibition. The popularity of videos soared. Casey Donovan was actively involved in several of the early attempts to develop sex videos, but otherwise he saw no need to change his own way of life. While sex was the basis of Donovan's professional life, it also continued to be one of the most important activities in his personal life."
"James Somerton","00:46:11:22","00:46:31:18","He seemed to be almost insatiable and would frequently engage in casual sex between appointments with his escorting clients. Toward the end of 1984, Donovan and Wakefield Poole decided to return to Fire Island and shoot Boys in the Sand, too. They both hoped the sequel would revive their sagging fortunes. Neither had achieved any great success independently of their first joint venture."
"James Somerton","00:46:32:15","00:46:51:11","He hoped the sequel might again put him on the covers of magazines and give him national recognition. One friend recalled that he was more obedient than ever, and I could clearly see that he was trying to keep in check his fantasies of becoming the man of the moment all over again. But the film wasn't released until two years later."
"James Somerton","00:46:51:19","00:47:10:18","The producer had died of a heart attack on the day Poole started shooting the film and the ownership of the film stock was subject to legal battles lasting over 20 months. By the time it came out in 1986, there was no buzz or anticipation, no moment of renewed celebrity. The world it came into was quite different from the one the original boys in the Sand had entered."
"James Somerton","00:47:11:04","00:47:35:10","It was more competitive in a field created by the new technology of video, and the sequel offered a vision of sex that seemed outdated in the era already dealing with AIDS. It seemed innocent and naive. Boys in the Santa opens with Donovan and another man having sex in the shrubbery. In another scene, the famous scene from the first version of Boys in the Sand is reprised in which Donovan emerges from the bay."
"James Somerton","00:47:36:22","00:47:56:08","Only in this film, a young Pat Allen emerges from the bay as Donovan returns to the waves seemingly forever. A year later, in August of 1987, Casey Donovan passed away. Though he never publicly disclosed his infection, AIDS had now claimed gay Porn's first superstar."
"James Somerton","00:48:12:08","00:48:34:14","On March 10th, 1987, Larry Kramer stood before a large audience of gay men at New York's Lesbian and gay Community Center in Greenwich Village. Kramer was the country's most vocal critic of both the federal government and gay community's failure to address the AIDS crisis. In 1983, he had founded Gay Men's Health Crisis to provide support and social services for the gay men stricken with the disease."
"James Somerton","00:48:35:12","00:49:02:13","Two years later, he wrote The Normal Heart, one of the longest running plays ever at the public theater, to dramatize the situation behind its establishment. On that March evening, Kramer read from his 1983 AIDS Manifesto, 1112 and counting. Our continued existence depends on just how angry you can get. Four years later, the number of AIDS cases had reached 32,000, while any number of issues spurred his wrath that evening."
"James Somerton","00:49:02:19","00:49:25:12","The tipping point was the overly restrictive drug testing policy of the federal government's Food and Drug Administration, which thus far had prevented the development of any medicine to treat HIV and AIDS. He was also exasperated by the failure of gay men's health crisis to lobby or take an advocacy role. He appealed to his audience. Do you want me to start a new organization devoted solely to political action?"
"James Somerton","00:49:26:20","00:49:50:16","A huge yes rose from the audience. Two days later, more than 300 people met to found the AIDS Coalition to Unleash Power. Act up. Their first political action was a large demonstration on Wall Street to protest the lack of corporate initiative on development of drugs to treat HIV and AIDS. In the years that followed, Act Up gained thousands of members and 70 chapters in the United States and abroad."
"James Somerton","00:49:51:01","00:50:12:14","The gay community had reached a breaking point. Joey Gallo, who appeared in L.A., plays itself, died of AIDS on April 18th, 1986. He was 36 years old. J.W. King starred in Brothers Should Do It. And these bases are loaded with his fictive brother, John King, one of the most popular gay porn stars of the late seventies and early eighties."
"James Somerton","00:50:13:11","00:50:41:01","He died of AIDS in Los Angeles on December 5th, 1986. He was 31. Gay porn film director Arthur Brunson died of AIDS on July 28th, 1987 at 44. His film, Pleasure Beach, won the first annual Gay Film Award in 1985. Casey Donovan died of AIDS in Florida on August 10th, 1987. None of his friends or family knew that he had AIDS."
"James Somerton","00:50:42:07","00:51:09:18","He was 43. John Holmes, who boasted that he had sex with more than 1400 partners, died of AIDS on March 13th, 1988. He was 43. Photographer Robert Mapplethorpe died of AIDS in a hospital in Boston on March 9th, 1989. He was 42. Johnny does the star of Arthur Brunson's prize winning Pleasure Beach died of AIDS on July 25th, 1989."
"James Somerton","00:51:10:09","00:52:05:19","He was 34 as the AIDS epidemic devastated the lives of gay men. More gay men were choosing to stay at home and watch pornography than go cruise for sex. At the height of the epidemic in the fall of 1988, Jerry Douglas launched the first issue of Man Shots, a new magazine dedicated to covering gay porn films. One of the articles in that issue was about safe sex videos, and another was an obituary to porn star Eric Streicher, the fictive brother of gay porn megastar Jeff Stryker."
"James Somerton","00:52:07:00","00:52:34:07","It was the first time any publication devoted to erotic photography and porn had published an obituary of a porn star. It was to be a regular feature of Man Shots magazine. Douglas felt that it was time for the adult film industry to acknowledge that many performers were dying of AIDS. In the editorial introduction, Douglas compared the origins of mainstream filmmaking with the development of gay porn during the twenties, when silent filmmaking was at its zenith."
"James Somerton","00:52:34:07","00:53:01:03","Few of its practitioners thought of their work as an art form or imagined. One day, flickers would be treasured in museums and archival vaults. Silent Filmmaking. If we are to believe the memoirs of Griffith, Chaplin, and especially Sennett, with a carefree, chaotic business in which people were delighted to be paid for being a little bit crazy. Today, historians dig with the intensity of archeologists to reconstruct the days and data of that era."
"James Somerton","00:53:02:14","00:53:29:02","We suspect in time the output of the carefree, chaotic business of skin flicks will also achieve the status of treasures, and future historians will likewise try to reconstruct the days of early porn. To that end, this magazine attempts to give some order to the first quarter century of gay erotic filmmaking. Jerry Douglas saw many of his friends in the industry die of AIDS, drug overdoses and suicide."
"James Somerton","00:53:30:07","00:53:38:18","But he lived long enough to see them memorialized in a class on the history of gay erotica. Taught at his alma mater, Yale University."
"James Somerton","00:53:53:08","00:54:13:12","Not long after helping to launch Man Shots magazine, Jerry Douglas decided it was about time he returned to producing films for his first project, Freda Romany. Douglas wrote a short script about two brothers and their sexual obsession with each other. Since it was his first film in 14 years. He sought to make it as contained as possible, both thematically and practically."
"James Somerton","00:54:13:22","00:54:35:13","All of the film's action takes place in one house, and only two performers appear in it. It was unusual for a pornographic film to have only two performers, but the movie was an immediate hit. A master had returned to the industry. The film was nominated for avian awards for Best Picture, best gay actor and best director. The success of Matrimony inspired Douglas to make another film."
"James Somerton","00:54:36:03","00:54:56:02","Almost immediately, the germ of a new idea began to grow. While at the annual Avian awards show in Las Vegas, Douglas is seen as Sushi LaRue, The drag persona of up and coming porn director Larry Pacioretty perform and was stunned by her flamboyant presence and style. Larry was a lavish personality who frequently emceed and sang at industry events."
"James Somerton","00:54:56:19","00:55:19:23","Though they had long had a telephone relationship while Douglas was a magazine editor and LaRue, the marketing and promotions manager at Catalina Video, Douglas had never seen Leroux perform. She had recently left Catalina to direct videos for In-hand Productions. After seeing her performance in Las Vegas, Douglas wanted to build a movie around Leroux, but he asked himself, How do I build a gay porn movie around a full figured queen?"
"James Somerton","00:55:20:16","00:55:44:02","It came to him over lunch with LaRue, who brought along a handsome Brunet performer named Joey Stefano. At lunch that day, Stefano talked about the difficulties he had coming to terms with his sexuality because of his Catholic background. Stefano's struggles gave Douglas an idea. Within weeks of returning from L.A., Douglas had written a script about a young man's coming to terms with his homosexuality against the backdrop of the Catholic Church and AIDS activism."
"James Somerton","00:55:44:23","00:56:20:13","Douglas incorporated some aspects of the relationship between LaRue and Stefano as well. Douglas felt that more of a Man was the first real film I made. I think that's the first time I really hit my stride and got it right. All the elements came together. Not only Douglas has extensive experience as a playwright and theater director, his pioneering role as a director of erotic films and his wealth of knowledge of the gay world as a journalist and observer, but also the strong erotic appeal of the actors and above all, the exact and delicate appreciation of the historical forces sweeping across the gay world."
"James Somerton","00:56:21:07","00:56:47:01","More of a man sets the sexual action in the actual context of gay male life. In the late 1980s, a time overwhelmed by the AIDS epidemic filled with the fear of sex and riddled by doubts that AIDS could be stopped. The main characters represented the two poles of gay male sexual life one a young man torn by guilt and self-hatred, overwhelmed with a sense of sin and unwilling to identify himself as gay, and the other a self accepting gay man in a long term relationship."
"James Somerton","00:56:47:09","00:57:10:22","An AIDS activist, the young construction worker engages in risky sexual encounters with strangers, anonymous sex in public bathrooms while the activist uses a condom. Even during sex with his long term partner. The film was made within an industry that had hesitated for years to portray explicit sexual action using a condom. Douglas showed that within the grim historical setting, powerful and arousing sex could take place."
"James Somerton","00:57:11:20","00:57:36:04","More of a man won for awards at the 1990 Avian awards, including the best gay video, Best Screenplay, Best Non-sexual role for Cecil LaRue, and best performer for Joey. Stefano Stéfano was born Nicolas Iacono on New Year's Day, 1968, after his father's death. When he was 15, he resolved to escape his small town of Chester, Pennsylvania, by becoming a model."
"James Somerton","00:57:36:22","00:57:59:01","He put together a portfolio with the help of a local photographer and soon met Tony Davis, an adult performer who introduced Nicholas to gay porn. After meeting Shashi LaRue, who christened him Joey Stefano and starring in more of a man, he instantly rose to stardom not just within the world of gay porn, but outside it as well. He created a hit clothing line and was featured in multiple Madonna projects."
"James Somerton","00:57:59:12","00:58:17:02","The singer was so smitten with Joey that she was apparently devastated when she found out that he was actually gay and not gay for pay. Talent agent David del Valle, who represented multiple Hollywood actors and some of the biggest stars on Broadway, was thoroughly convinced that he could turn Joey into a leading man and began shopping him around a casting directors."
"James Somerton","00:58:17:23","00:58:42:23","Shockingly, they were pretty open to having him read for upcoming parts. Gay porn history or not, he was a talented actor, oozed charisma and had the type of movie star good looks that are rare. Like Tom Cruise with prettier eyes, Joey also took frequent trips back to Pennsylvania to visit his older sister, Linda, who he adored and who had helped him get sober after developing a drug problem in his late teens, a habit he'd picked up to numb the pain after his father's death."
"James Somerton","00:58:43:18","00:59:02:22","He was a doting uncle to her children and even gave her away at her wedding on one trip back in 1994. He told her that he planned to leave porn since David del Valle was busy lining him up auditions for mainstream movies. In the meantime, he was willing to mop floors or wash dishes, whatever it took to keep the bills paid while he waited for his Hollywood dream to come true."
"James Somerton","00:59:03:00","00:59:25:00","Before leaving Linda's house that summer, he told her that he had some unfinished business in L.A.. It was in L.A. that he received the news that he was HIV positive. There was still no effective treatment for the disease, and he felt hopeless. Joey Stefano was found nearly lifeless in a Hollywood motel room. His ashen body spread across sweat soaked sheets garbed in only a red hoodie."
"James Somerton","00:59:25:17","00:59:45:19","He was pronounced dead later that day at Cedars-Sinai Medical Center. The cause of death was an overdose of cocaine, morphine and heroin, a lethal combination that everyone who knew him said was obviously suicide. I'll always wonder whether I could have gotten through to him that night, whether he could have believed what I was telling him. Del Valle said later."
"James Somerton","00:59:46:02","00:59:49:11","Could he have had an acting career? Because let me tell you, he really had it."
"James Somerton","00:59:54:21","01:00:17:04","The ramifications of the AIDS crisis continued to rock the porn world Well, after the discovery of protease inhibitors that kept the disease more or less at bay. Much like the rest of the gay community, stars in the gay porn world spent a decade and a half burying their friends, colleagues and lovers. It wasn't until straight people began contracting the disease via blood transfusions that any money was put into AIDS research in America."
"James Somerton","01:00:17:16","01:00:50:04","The bulk of said money was earmarked for abstinence campaigns instead of research or safe sex awareness. The Christian right wing. And let's be honest, many of the left wing as well argued that porn stars and sex workers should be excluded from any kind of possible AIDS related government funded assistance or even drug trials. Video stores under pressure from family groups began to carry fewer titles, arguing that porn with or without a condom straight or gay would lead to dangerous sexual practices, especially among college students away from their parents watchful eyes."
"James Somerton","01:00:51:01","01:01:14:09","Many convenience stores stopped carrying adult magazines. The Playboy, Penthouse and Hustler were mostly safe and under the guise of stopping sex trafficking. The Clinton administration advised the U.S. Postal Service to stop transporting pornographic material. It wasn't illegal to sell porn in your stores or for shipping companies to deliver it, but at the time, some people in the industry felt like they were just waiting for the other shoe to drop."
"James Somerton","01:01:14:21","01:01:45:02","Bill Clinton's reelection campaign in 1996 turned shockingly conservative across the board and with the recent underage porn scandal surrounding Traci Lords, many directors, producers and performers felt that porn this time in America, might have come to an end. But then the birth of the Internet was a revolution for many industries. But most of all, porn making the purchase of adult films easier and more private."
"James Somerton","01:01:45:09","01:02:16:13","The Internet helped the industry grow from an industry worth an estimated $800 million in 1996 to $10 billion in 2006. The adult entertainment industry revolutionized the Internet as well. It was pornography producers that financed the software and technology necessary to make secure online purchases with credit cards. A conglomerate of gay porn studios hired coding specialists in the mid-nineties to streamline the display of photos online and then the ability to stream video technology that would later be adopted by Facebook, Instagram and YouTube."
"James Somerton","01:02:16:23","01:02:39:07","European Gay Porn Studio. Bellamy was the first company to stream live video over the creating a whole new industry of webcam sex shows. In 2000, three of their streaming technology was bought by a small telecommunications startup called Skype. By 2010, pornography was estimated to make up 10% of the entire Internet. In 2020, that estimate has changed to 30%."
"James Somerton","01:02:40:09","01:03:00:05","There are more paid subscribers to porn sites in 2020 than there are to Netflix. And that's not taking into account the vast amount of ad supported porn on sites like YouTube and Pornhub. Lowering the barrier of entry to gay porn via the Internet is believed by sex educators to be one of the biggest influences on the spike in homosexuality and bisexuality among the general population."
"James Somerton","01:03:00:15","01:03:31:08","It's not that there are suddenly more queer people than ever before, but that it's easier for them to explore their sexuality in a consequence free way. By 2004, there was more porn than ever, with countless professional and amateur producers filling up the Internet niches that is long gone. Underserved, suddenly had entire sites dedicated to them, and quickly it became very obvious that the most popular genre of gay porn was the barely legal kind, a genre that was about to rock the billion dollar industry to its very core."
"James Somerton","01:03:40:19","01:04:05:14","And at the end of the 20th century, Brian Cox was an unemployed medical photographer in Dallas Township, a small town in Pennsylvania. He was so hard off that he'd had to declare bankruptcy. Koch has started Cobra video in hopes of hitting it big and too many people surprised. It worked. He had a knack for finding cute boys who would work for cheap and appealing to the fans of barely legal porn."
"James Somerton","01:04:06:00","01:04:25:17","Because of this coaches, his company grew quickly with adult video stores unable to keep his videos in stock. Coaches couldn't resist mixing business with pleasure, though. Only a few months after getting into porn, he almost scuttled his new career. In the spring of 2001, coaches met a young Pennsylvania boy in an AOL chat room who used the screen name Superboy to nine eight."
"James Somerton","01:04:26:05","01:04:56:15","Although the boy was only 15, coaches picked him up twice each time he had sex with the boy, including once on camera after promising him a job packaging Cobra videos for online orders, the boy eventually spilled the beans to his parents. Police and the FBI raided the house and took away pornographic material, audio equipment and cameras. Initially charged with several felonies, including the sexual assault of a boy who he videotaped coaches was allowed to plead guilty to a lesser charge when prosecutors realized that the boy had lied about his age with the exception of the sex tape coaches made."
"James Somerton","01:04:56:23","01:05:19:04","Prosecutors Were forced to return every item they had seized from him, including 600 porn videos placed on probation for one year. Coaches served no jail time. By 2004, he had left his run in with the law behind him and had become one of the most successful producers of gay pornography in the world. He drove a BMW, a maserati, and an Aston Martin had a large house and more money than he knew what to do with."
"James Somerton","01:05:19:17","01:05:44:05","All of this came from making videos of his kennel of twinks having sex, and no twink was more responsible for paying for those cars and that house than Sean Lockhart, a.k.a. Brant Corrigan, coaches who discovered Lockhart online. He was a rare find a dead ringer for Zac Efron with charisma and sex appeal to spare. While Lockhart was still a junior in high school, coaches made and distributed films that featured the 17 year old."
"James Somerton","01:05:44:10","01:06:05:01","Off the set, he wielded obsessive control over the teenager's life. Desperate to know at all times where Lockhart was and who he was talking to. The DVDs and downloads of Lockhart quickly became the top sellers in the industry. One film school boy Crush was the most downloaded gay video of 2004. But as Lockhart's fanbase expanded, coaches faced a problem."
"James Somerton","01:06:05:05","01:06:25:21","The young star wanted to strike out on his own. Coaches was paying Lockhart only $2,000 per season about the industry standard at the time for a handful of scenes each year. Coaches, by contrast, reportedly cleared $2 million a year. Lockhart was determined to work for other studios, though, and so coaches sued him for breach of contract, demanding $1 million in damages."
"James Somerton","01:06:26:04","01:06:46:19","The teenager was backed into a corner. Born in Idaho on Halloween in 1986, Sean grew up in the Seattle area. His mother, who he described as an alcoholic with a temper, left him with his stepfather and three siblings when Sean was in the third grade. Lockhart never knew his biological father and never sought him out. My mother never wanted to tell me anything about him, he said."
"James Somerton","01:06:47:00","01:07:04:07","Her flawed philosophy on parenting was to give me the space I needed to live my life. When Sean was a junior in high school, he moved to San Diego to live with his mother in a shabby house in a rough neighborhood. He was interested in film, and the move enabled him to establish state residency so he could attend film school in Southern California."
"James Somerton","01:07:04:15","01:07:29:16","Being gay made him unpopular, so he took refuge in the drama society. He also became a regular in Hillcrest, San Diego's wealthy gay enclave. Sexually active at 16, he was soon fending off men left and right. It wasn't an easy time, though. Sean's brother called him Fagot constantly, and his stepfather, another alcoholic, ran into with the IRS. Growing up in my family, it wasn't encouraged to show a lot of love to each other."
"James Somerton","01:07:30:06","01:07:48:23","I just remember a lot of hate fighting and yelling. I don't recall ever having a positive adult role model. At 16, he began spending his weekends in Los Angeles with his new boyfriend, a 21 year old he called Jake. The two had met online, and Jake became the first in a series of older lovers eager to exploit Lockhart's looks."
"James Somerton","01:07:49:06","01:08:10:05","In 2003, Jake, an aspiring porn star himself, had applied for a job at KOVR video, the company owned by Brian Coaches. He was turned down to old, but Sean, who looked 12, was exactly what Cobra was looking for. Considering how hand-to-mouth he and his mother were living, Sean was willing to give porn a try. In an online chat, Jake gushed about Lockhart to coaches."
"James Somerton","01:08:10:21","01:08:32:02","I have the hottest new boyfriend who's 17. He's about to turn 18, he wrote. To prove it, he slipped off Sean's shorts while he was sleeping and turned on his webcam to give coaches a live dose of Lockhart. Coaches was hooked. Sensing the massive following Lockhart would have, he contacted Sean almost every day, chatting online and on the phone for hours."
"James Somerton","01:08:32:10","01:08:53:11","Coaches sent Lockhart a video camera, which Sean used to film a casting tape of himself masturbating. Brian was good at talking at my level, Lockhart says. He asked a lot of questions. He wanted to know about my family situation and about how inattentive my mother was. He sort of took the place of my father, and I thought he was looking out for my best interests."
"James Somerton","01:08:53:23","01:09:15:03","Coaches had the kind of childhood that Lockhart could only dream of. As a boy, Brian rose to the rank of Eagle Scout and won a nationwide photography contest. If Sean couldn't have an ideal childhood, he'd try his best to have an ideal adulthood. In February of 2004, nine months before his 18th birthday, Sean began shooting movies, coaches performing alone and with other models."
"James Somerton","01:09:15:16","01:09:35:04","Under two contracts he signed with the director. Lockhart was to receive an unspecified amount for each action scene. He shot. In addition, he would be given a 2002 Volkswagen Jetta, a set of four rims and tires, insurance premiums worth 20 $100, a cell phone plan and an unspecified signing bonus to a teenager living on the edge of poverty."
"James Somerton","01:09:35:13","01:09:53:02","This was significant money. Lockhart chose a stage name, Brant Corrigan, by flipping through a telephone book on a shoot in Florida. In an online column he wrote later for a gay porn gossip site. Sean said I could easily disappear for four days for a shoot and lie to my mother about where I was going. I was in it alone."
"James Somerton","01:09:53:03","01:10:22:23","I promised myself I would do the work to get what I needed and then turn my back on it. I was still somewhat ashamed of my homosexuality alone, having participated in gay porn. Despite Lockhart's misgivings, Brant Corrigan became a star. DVDs featuring him sold briskly at $60 per copy, as did online downloads at $0.08 a minute. He gained even more notoriety when Schoolboy Crush and three other Corrigan titles were pulled from store shelves and Internet sites after it became clear that Lockhart had been underage during their production."
"James Somerton","01:10:23:10","01:10:43:17","It all started one day in August 2000 for a woman who lived next door to coach, approached Lockhart, who was painting Brian's house. She demanded to know how old he was denouncing coaches as a pedophile and threatening to call the police, afraid he would be arrested. Lockhart packed up his belongings and headed back to San Diego, where his mother was living with her latest boyfriend in a one bedroom apartment."
"James Somerton","01:10:44:06","01:11:05:00","Sean moved in with them and graduated from high school with few job prospects, no money for school and working for $100 a week. Sean was at a dead end. Then he met Grant Roy, a well-off trucking executive who was a fan of his work. A relationship quickly developed between the two, and Roy decided they needed to wrestle control of brand Corrigan's Brand away from Brian Coaches."
"James Somerton","01:11:05:11","01:11:31:12","They set up a website to promote Lockhart and formed a new porn company. Coaches sued, charging Lockhart with trademark infringement, claiming to own the Brant Corrigan name. In a countersuit, Lockhart alleged the coaches had engaged in fraudulent business practices, which left him in emotional distress. The lawsuit created difficulties for Lockhart, who had left Cobra to film the Velvet Mafia with Falcon Studios, who had agreed to pay him $10,000 for two scenes far above the industry standard."
"James Somerton","01:11:32:05","01:11:51:14","But as soon as legal threats arrived from coaches, Falcon refused to build Lockhart as Brant Corrigan, calling him Fox Rider, instead feeling like they'd have to produce their own videos. Roy began looking for models online where he came across a picture of a buff jock type named Harlow Quadra, a Navy veteran who made his living as a male escort in the military town of Virginia Beach."
"James Somerton","01:11:51:23","01:12:10:13","Quadra wanted to move beyond escorting and make even bigger money in online porn. A burnt Corrigan fan, he struck up an email correspondence with Lockhart and Roy, which led to talk of forming a porn partnership. Quadra and his boyfriend, Joseph Caracas, made plans to meet them on January 11th at a gay porn trade show held in Las Vegas."
"James Somerton","01:12:11:00","01:12:20:00","The two couples sat down for dinner at Le Cirque in the Bellagio, and the conversation immediately turned to business. Quadro in Caracas came on strong, wanting to strike a deal right away."
"Speaker 2","01:12:20:10","01:12:27:08","Offered an obscene amount of money to do a couple of things, and I just couldn't figure this out of your mind."
"James Somerton","01:12:27:09","01:12:46:14","Whatever reservations Lockhart and Roy had, everyone at the table knew that there was a major impediment to any deal. Brian coaches. As long as Cobra had Lockhart tied up in court, the star could not film under the name Brant. For both Lockhart and Quadra, their fame and future livelihoods seemed to hang on a single middle aged man back in Pennsylvania."
"James Somerton","01:12:46:21","01:13:04:08","So Quadra made a proposal that struck both Lockhart and Roy as strange. What if Brian left the country? He asked. Roy understood exactly what was being suggested. We don't need coaches to leave the country, he said, changing the subject. When dinner ended, Lockhart stumbled back to his hotel room and passed out. Neither he nor Roy called the police."
"James Somerton","01:13:04:23","01:13:27:13","Within days, their lawsuit with Brian coaches was settled. Brant Corrigan was now a free agent. Information that never made it to Quadrant Caracas. A day after the trade show ended, according to police, Quadri used his Discover card to run a 3995 background check on Bryan Coaches. The check turned up his address on Midland Drive. Two days later, on January 22nd, Quadri created a new email account."
